"GroupId";"Text";"Type";"Attachments";"IsAdd";"Date";"Likes";"Reposts"
"57536014";"СМОТРИТ ВИДЕО ПРО КОСМОС<br>@ <br>МНИТ СЕБЯ АСТРОНОМОМ<br>@<br>НЕ ЗНАЕТ ПОРЯДКА ПЛАНЕТ В СОЛНЕЧНОЙ СИСТЕМЕ";"post";"No";0;1491346850;3378;43
"57536014";"#БТnews<br><br>ОЧЕНЬ ЛЮБИШЬ ПОНЧИКИ<br>@ <br>ПОСТОЯННО ИХ ЕШЬ<br>@ <br>ВСЕ СВОБОДНОЕ ВРЕМЯ<br>@ <br>УМИРАЕШЬ КАК И ЖИЛ<br>@ <br>С ПОНЧИКАМИ ВО РТУ<br><br>https://vk.cc/6t3j8Z";"post";"photo link";0;1491345309;1013;15
"57536014";"Молодцы! Вы справились с первым заданием! БТ увековечен в памяти. А теперь поможем господам анонам дорисовать данную картину. <br><br>http://pxls.space/";"post";"photo";0;1491344940;1118;14
"57536014";"ОБОРОНЯЕМ <br>@ <br>ЗАЩИЩАЕМ <br>@ <br>РИСУЕМ <br>@ <br>ВСЁ ВО ИМЯ ВЕЛИКОЙ ЙОБЫ<br><br>Есть один сайт. Каждый человек может нарисовать по пикселю в три минуты. Кооперируемся у огромной йобы (вы её увидите сразу). Пишем ""БУГУРТ-ТРЕД"" красным цветом под ней. Посмотрим на сколько мы сможем в самоорганизацию. Внезапный художественный тред на ночном иди!<br><br>http://pxls.space/";"post";"photo";0;1491343515;1138;15
"57536014";"ЗАДАЛИ СОЧИНЕНИЕ НА ТЕМУ ""ЛУЧШИЙ ДРУГ""<br>@<br>НАПИСАЛ ПРО СВОЮ МАМУ";"post";"photo";0;1491343509;2978;27
"57536014";"#БТnews<br><br>ТЫ ГРАММАР НАЦИ ДО МОЗГА КОСТЕЙ<br>@ <br>НЕ МОЖЕШЬ ПЕРЕЖИТЬ ОШИБКИ В ТЕКСТЕ<br>@ <br>УЖЕ 13 ЛЕТ ХОДИШЬ ПО ГОРОДУ И ИСПРАВЛЯЕШЬ ОШИБКИ В ВЫВЕСКАХ<br><br>https://vk.cc/6t3hl4";"post";"photo link";0;1491338115;1472;37
"57536014";"ОТКРЫВАЕШЬ ОКНО, ЧТОБЫ ПРОВЕТРИТЬ КОМНАТУ<br>@ <br>КТО-ТО КУРИТ ПОД ОКНОМ";"post";"photo";0;1491336381;3493;54
"57536014";"#ночное_чтиво<br><br>С ТРУДОМ РАЗЛЕПИВ ВЕКИ, ТЫ ЗАМЕЧАЕШЬ НА КЛАВИАТУРЕ НЕБОЛЬШОЙ КОНВЕРТ <br>@ <br>ОТКРЫВ ЕГО ДРОЖАЩИМИ ОТ ВОЛНЕНИЯ РУКАМИ, ДОСТАЁШЬ ОТТУДА ИСПИСАННУЮ БУМАЖКУ <br>@ <br>«Вы участвуете. Сегодня в два, место вам известно. Желаем удачи!» – ГЛАСИТ ПИСЬМО <br>@ <br>ЧТО? НЕУЖЕЛИ? ОТ РАДОСТИ ТЫ БЕЖИШЬ НА КУХНЮ ЗА ЧАЕМ, НО ТУТ ЖЕ ЗАМИРАЕШЬ: ВРЕМЕНИ МАЛО <br>@ <br>СТАРЫЕ НАСТЕННЫЕ ЧАСЫ ПРОБИЛИ ПОЛНОЧЬ <br>@ <br>ПЛЕСНУВ В КРУЖКУ АРОМАТНОГО НАПИТКА, ТЫ САДИШЬСЯ ПЕРЕД МЕРЦАЮЩИМ МОНИТОРОМ <br>@ <br>СЛЕДУЮЩИЕ ПОЛТОРА ЧАСА ИЗ ТВОЕЙ КОМНАТЫ ЛЬЁТСЯ НЕИСТОВЫЙ ОР И НОСТАЛЬГИЧЕСКИЙ ПЛАЧ <br>@ <br>ТЫ ТОРЧИШЬ В БОРДАХ, РАКОПАБЛИКАХ, ЛИСТАЕШЬ ТОННЫ МЕМОВ, ЗАУЧИВАЯ КАЖДЫЙ ИЗ НИХ. СО ЛБА РУЧЬЯМИ ЛЬЁТСЯ ПОТ, ГОРЛО ПЕРЕСЫХАЕТ, А ГОЛОВА ПРЕВРАЩАЕТСЯ В КОЛОКОЛ <br>@ <br>НАКОНЕЦ ПОСЛЕДНИЙ МЕМ ЗАУЧЕН <br>@ <br>ТЫ ГОТОВ <br>@ <br>ВЗГЛЯНУВ НА ЧАСЫ, ТЫ БЫСТРО ОДЕВАЕШЬСЯ И ВЫБЕГАЕШЬ НА УЛИЦУ. ДА, НОЧЬЮ ТУТ ДОВОЛЬНО ПРОХЛАДНО. ВСТАВ НА ОСТАНОВКЕ, ПРОВЕРЯЕШЬ ВРЕМЯ – ДВЕ МИНУТЫ <br>@ <br>ВДАЛЕКЕ ЗАГОРАЮТСЯ ФАРЫ, СВЕТ ИХ СТАНОВИТСЯ ВСЁ БЛИЖЕ. АВТОБУС. АВТОБУС НОМЕР 410 <br>@ <br>ЗАЙДЯ ВНУТРЬ, КИВАЕШЬ ВОДИТЕЛЮ, А ТОЧНЕЕ, ЕГО ОТСУТСТВИЮ И САДИШЬСЯ У ОКНА. НЕ ЗРЯ ВРЕМЯ ВЫБРАЛИ ТАКОЕ ПОЗДНЕЕ, ТЫ МГНОВЕННО ЗАСЫПАЕШЬ <br>@ <br>– Вставай, ну ты и соня, тебя даже остановка в «Совёнке» не разбудила! Начало скоро, проснись! <br>@ <br>ПИСКЛЯВЫЙ ШКОЛЬНИК С ОБМОТАННЫМИ ВОКРУГ ШЕИ НАУШНИКАМИ И НАРИСОВАННОЙ БЕЛОЙ КРАСКОЙ ЕДИНИЦЕЙ НА ТОЛСТОВКЕ ТОЛКАЕТ ТЕБЯ В ПОПЫТКЕ РАЗБУДИТЬ. ОТМАХНУВШИСЬ, ТЫ ПОДНИМАЕШЬ ВЗГЛЯД <br>@ <br>ГИГАНТСКИЕ ТРИБУНЫ, ОКРУЖАЮЩИЕ НЕ МЕНЕЕ БОЛЬШУЮ АРЕНУ. ДА, ТЫ ПОПАЛ СЮДА! <br>@ <br>– Внимание! Двести двадцать восьмой всемирный турнир за звание Величайшего Нетленного Властелина Мемов объявляется открытым! Сегодня на арене сойдутся восемь бойцов, как никто другой умеющих совладать с мемной стихией! И в первом бою сойдутся бойцы под номерами... один и два! <br>@ <br>ТЫ ВЗГЛЯНУЛ НА СВОЮ ОДЕЖДУ, НА НЕЙ БЕЛОЙ КРАСКОЙ ВЫВЕДЕНА ЦИФРА ДВА. ПОДНЯВШИСЬ, ТЫ ИДЁШЬ К АРЕНЕ <br>@ <br>ДА, ТЫ ПОВЕЛИТЕЛЬ МЕМОВ. ОДИН ИЗ НЕМНОГИХ ЛЮДЕЙ, СПОСОБНЫХ УПРАВЛЯТЬ ИМИ. ЭТОТ ТУРНИР СОБИРАЕТ ТАКИХ, КАК ТЫ, ПЫТАЯСЬ ВЫЯВИТЬ ЛУЧШЕГО <br>@ <br>ТВОЙ ПЕРВЫЙ СОПЕРНИК – ТОТ САМЫЙ БУДИВШИЙ ТЕБЯ ШКОЛЬНИК. ГОРДО ПОДНЯВ ГОЛОВУ, ОН СТОИТ В ДРУГОМ КОНЦЕ АРЕНЫ. ПРОБИЛ ГОНГ <br>@ <br>– Между нами тает лёд! – БЫСТРО ПРОКРИЧАЛ ШКОЛЯР <br>@ <br>ВСЯ АРЕНА ПОРОСЛА ПУСКАЮЩИМИ ЯДОВИТЫЕ СПОРЫ ГРИБАМИ, ЗАИГРАЛА ДУШЕРАЗДИРАЮЩАЯ МУЗЫКА <br>@ <br>СХВАТИВШИСЬ ЗА КРОВОТОЧАЩИЕ УШИ, ТЫ ПАДАЕШЬ НА КОЛЕНИ. СДАТЬСЯ В ПЕРВОМ БОЮ? НЕТ, ЭТО Ж ЁБАНЫЙ СТЫД! <br>@ <br>ПЕРЕБРАВ В ГОЛОВЕ ВСЕ ИЗВЕСТНЫЕ МЕМЫ, ТЫ КРИЧИШЬ: <br>– Умерьте пыл! Пётр, съёбывай из Рашки! <br>@ <br>НА АРЕНЕ С КРИКОМ «Извините, я на тракторе!» ПОЯВЛЯЕТСЯ ПОРОСЁНОК НА (да ладно!) ТРАКТОРЕ, КОТОРЫЙ, НАПЛЕВАВ НА СПОРЫ И ПЕСНЮ, ПОНЁССЯ К ИСПУГАННОМУ ШКОЛЬНИКУ <br>@ <br>ШКОЛЬНИК ЩЁЛКАЕТ ПАЛЬЦАМИ, И ДОРОГУ ТРАКТОРУ ПРЕГРАЖДАЕТ ТОЛСТАЯ ВИЗГЛИВАЯ ЖЕНЩИНА: <br>– Свинья, сыначку моего обидеть решил?! <br>@ <br>ПОДПРЫГНУВ, ЖЕНЩИНА БОМБОЧКОЙ ОБРУШАЕТСЯ НА ТРАКТОР, КОТОРЫЙ ТУТ ЖЕ ВЗРЫВАЕТСЯ <br>@ <br>ШКОЛЬНИК РАССМЕЯЛСЯ: <br>– Ахах, люблю запах жареного бекона по утрам! Это запах победы! Что за баяны ты мне суёшь? <br>@ <br>НЬЮФАГ ПОГАНЫЙ <br>@ <br>– Иван Семёныч, на арену! Угости мальчика! – КРИЧИШЬ ТЫ. <br>В ТУ ЖЕ СЕКУНДУ НА АРЕНЕ ПОЯВЛЯЕТСЯ МУЖЧИНА С ГОЛУБЦАМИ В РУКАХ. ОДИН ИЗ НИХ ОН ТУТ ЖЕ КИДАЕТ В ШКОЛЬНИКА <br>@ <br>– Что за?! Поехавший, в бой! – ОТВЕЧАЕТ ШКОЛЬНИК. <br>НА АРЕНУ ВРЫВАЕТСЯ ПО ПОЯС ГОЛЫЙ ТОЛСТЯК, КОТОРЫЙ МОЛНИЕНОСНО ЛОВИТ ГОЛУБЦЫ, ЖРЁТ ИХ И ОБМАЗЫВАЕТСЯ ИМИ <br>@ <br>ТОЛСТАЯ МАМАША ТЕМ ВРЕМЕНЕМ ОЧУХАЛАСЬ ОТ ВЗРЫВА ТРАКТОРА И ВМЕСТЕ С НАЕВШИМСЯ ПАХОМОМ ДВИНУЛАСЬ НА ТЕБЯ <br>@ <br>– А хочешь историю, братишка? Шишка встанет! <br>– Ты как посмел, ирод, сыначку обижать! <br>@ <br>КАКОЙ-ТО ПОДАЮЩИЙ ЗАЧАТКИ РАЗУМА ШКОЛЬНИК УДЕЛЫВАЕТ ТЕБЯ НА ТУРНИРЕ?! РЕШИВ ИСПОЛЬЗОВАТЬ ЗАПРЕЩЕННЫЙ ПРИЁМ, ТЫ ПРИНИМАЕШЬСЯ КАСТОВАТЬ ЖЕПОЙ ФАЕРБОЛЫ, ВЫЖИГАЯ ЭТИ ОТВРАТНЫЕ МЕМЫ <br>@ <br>– Ааа, все ж мы люди, ну будьте ж вы людьми! <br>– Откройте форточку, жарко, жарко! <br>@ <br>КОГДА ОТ МЕМОВ ШКОЛЬНИКА ОСТАЛАСЬ ЛИШЬ КУЧКА ПЕПЛА, ТЫ СКАСТОВАЛ ГИГАНТСКУЮ ПЛАМЕННУЮ ЙОБУ <br>@ <br>ШКОЛЬНИК НАЧАЛ ОГЛЯДЫВАТЬСЯ, ПОДБИРАЯ МЕМ ДЛЯ ЗАЩИТЫ, НО, ПОХОЖЕ, НЕ СМОГ ПРИДУМАТЬ НИЧЕГО ЛУЧШЕ, КАК ПУСКАТЬ ВСЕ РАКОМЕМЫ ПОДРЯД: <br> <br>– Ухади! Шурыга! Хован! Лагхин! Котлетки! Варвары! В боооой!!! <br>@ <br>ВСЯ ЭТА РАКООРДА ДВИНУЛАСЬ НА ТЕБЯ. ИЗ ПОД ЗЕМЛИ ВЫПОЛЗЛИ КУБИЧЕСКИЕ ШКОЛЬНИКИ С ШАХТЕРСКИМ ОБОРУДОВАНИЕМ, ШУРЫГИНА НЕСЛА МЕЧ В ФОРМЕ ВОСЬМЁРКИ, ЛАРИН И ХОВАНСКИЙ ЧИТАЛИ Б-ГОМЕРЗКИЕ ТЕКСТЫ, ОТ КОТОРЫХ ТРЕСКАЛАСЬ ЗЕМЛЯ, КАКОЙ-ТО ДВОРНИК ПРИГЛАШАЛ ВСЕХ НА КОТЛЕТКИ, А ВАВРВАРЫ НАЗЫВАЛИ ДРУГ ДРУГА ВАРВАРАМИ <br>@ <br>ЙОБА ОБРЕЛА МАКСИМАЛЬНЫЙ РАЗМЕР И С ЕХИДНОЙ УЛЫБКОЙ ПОЛЕТЕЛА В ОРДУ <br> <br>– OH SHI— <br>@ <br>КОГДА ДЫМ НАД АРЕНОЙ РАССЕЯЛСЯ, СТАЛА ВИДНА ТАКАЯ КАРТИНА: ОПАЛЕННЫЙ ШКОЛЬНИК, ПЛАЧА, ЛЕЖИТ НА ЗЕМЛЕ. ТЫ ПОД АПЛОДИСМЕНТЫ ВСКИДЫВАЕШЬ КУЛАК И ОБЕССИЛЕННО ИДЁШЬ НА СВОЁ МЕСТО. ШКОЛОТА ОТХВАТИЛА! <br>@ <br>– Отака хуйня, малята… З’їла Лиска Колобка… – ОБЪЯВИЛ ДИКТОР <br>@ <br>СЛЕДУЮЩИЕ БОИ ТЫ НЕ СМОТРЕЛ — НЕ БЫЛО СИЛ. СПУСТЯ ВРЕМЯ СНОВА ПРОЗВУЧАЛ ТВОЙ НОМЕР <br>@ <br>ВЫЙДЯ НА АРЕНУ, РАЗГЛЯДЫВАЕШЬ НОВОГО СОПЕРНИКА – НИЧЕМ НЕ ПРИМЕЧАТЕЛЬНЫЙ ПАРЕНЬ. ЧЕРНАЯ КУРТКА С ПЕПЕ НА ГРУДИ, КАПЮШОН НА ГОЛОВЕ.ЧТО ОН ВЫКИНЕТ? ГОНГ <br>@ <br>– Дратути! Вата, в бой! – КРИЧИТ СОПЕРНИК. <br>НА АРЕНЕ ПОЯВЛЯЮТСЯ ОКОЛО ДЕСЯТКА ЛЮДЕЙ С ПУТИНЫМ НА ФУТБОЛКЕ И ВОДКОЙ В РУКЕ. ГЛУПЫЙ ХОД, БРАТИШКА <br>@ <br>– Митинг! – ОТВЕЧАЕШЬ ТЫ. <br>ДОРОГУ ВАТНИКАМ КРЕПКИМ ЩИТОМ ПРЕГРАЖДАЮТ АГРЕССИВНЫЕ ЛИБЕРАСТЫ. ЗАВЯЗЫВАЕТСЯ ДРАКА, КТО-ТО ЗАБРАЛСЯ НА СТОЛБ <br>@ <br>– Думаешь, меня это остановит? Пативэн, на арену! – ГРОМКО ПРОДЕКЛАМИРОВАЛ ПАРЕНЬ. <br>НЕСКОЛЬКО ВООРУЖЕННЫХ БУТЫЛКАМИ И ДУБИНКАМИ ПОЛИЦЕЙСКИХ БЫСТРО РАЗНЕСЛИ ЩИТ ИЗ ЛИБЕРАСТОВ, ПОСЛЕ ЧЕГО ДВИНУЛИСЬ НА ТЕБЯ <br>@ <br>КТО ЖЕ ПОМОЖЕТ В ТАКОЙ СИТУАЦИИ? ПРАВИЛЬНО: <br>– Гульмэн, в бой! <br>@ <br>НА АРЕНУ ВЫШЕЛ НЕПРОПОРЦИОНАЛЬНЫЙ ПАРЕНЬ В МАЛИНОВОМ ПИДЖАКЕ И ЗАБАВНО-НЕУКЛЮЖИМИ ШАГАМИ НАПРАВИЛСЯ К КОПАМ. СПУСТЯ СЕКУНДУ ОН ОСТАНОВИЛСЯ И, ДОСТАВ ИЗ КАРМАНА ПОЛУТОРАМЕТРОВЫЙ БЛАСТЕР, НЕ ОСТАВЛЯЕТ ПАРНЮ И НАДЕЖДЫ НА ПОБЕДУ <br>@ <br>– Ничоси! Быдлокодер, на арену! Удоли, тыжпрограммист! <br> <br>В КРУГЕ АРЕНЫ ПОЯВЛЯЕТСЯ ТОЛСТЫЙ ПРЫЩАВЫЙ ПАРЕНЬ В ОЧКАХ, КОТОРЫЙ, ВЫВЕДЯ Del В ВОЗДУХЕ, ВЗМАХОМ РУКИ УБИРАЕТ РАССЫПАВШЕГОСЯ НА ПИКСЕЛИ ГУЛЬМЕНА <br>@ <br>НО У ТЕБЯ СВОЙ КОЗЫРЬ: <br>– Goddess Bunny, покажи им класс! <br>@ <br>НА АРЕНУ, ПОКРУЧИВАЯ ЗОНТИК, ВЫКАТИЛСЯ КОСТЛЯВЫЙ ТРАНС В КОСТЮМЕ ДЕВОЧКИ И ПРИНЯЛСЯ ТАНЦЕВАТЬ ЧЕЧЕТКУ <br>@ <br>БЫДЛОКОДЕР ЗАВИЗЖАЛ ЧТО-ТО ПРО ФАЙЛЫ СМЕРТИ И ПРЕВРАТИЛСЯ В КИРПИЧНЫЙ ЗАВОД, ПОГРЕБАЯ СЕБЯ ПОД СВОИМИ ЖЕ КИРПИЧАМИ <br>@ <br>– Батя, поддержи Джонни! – ВЫЗЫВАЕШЬ ТЫ ЕЩЁ ОДИН МЕМ. НА АРЕНУ ВЫКАТЫВАЕТСЯ БАТЯ, ПОДХОДИТ К КИРПИЧНОЙ ГОРЕ, СМОТРИТ В ЩЕЛЬ МЕЖ КИРПИЧЕЙ И ГОВОРИТ: <br>– Ты ебанутый? Что ты там делаешь? <br>@ <br>– Что за зашквар? Огромные боевые человекоподобные роботы, в атаку! – ПРИЗВАЛ СОПЕРНИК. <br>С НЕБЕС НА АРЕНУ СПУСТИЛИСЬ ОГРОМНЫЕ БОЕВЫЕ ЧЕЛОВЕКОПОДОБНЫЕ РОБОТЫ ЦВЕТА РОССИЙСКОГО ТРИКОЛОРА <br>@ <br>РОБОТЫ РАЗОМ ОТКРЫЛИ ОГОНЬ, УНИЧТОЖИВ ДЖОННИ И БАТЮ. МОЖЕТ... <br>– Неки, унянянячтожить этих роботов! <br>@ <br>ТУТ ЖЕ ПОЛЧИЩА НЕК ПОКРЫЛИ ЗЕМНУЮ ТВЕРДЬ АРЕНЫ. <br>– Ня, – РОБКО МЯУКНУЛА ОДНА ИЗ НИХ. <br>– СМЕЕЕЕРТЬ!!! – ОТВЕТИЛИ ЕЙ ОСТАЛЬНЫЕ И С ШИПЕНИЕМ НАБРОСИЛИСЬ НА РОБОТОВ. РАЗБРАСЫВАЯ ИСКРЫ, РОБОТЫ ПАЛИ <br>@ <br>– А знаешь что? Аниме – говно! Аниме – говно! – КРИЧАЛ ПАРЕНЬ. <br>УСЛЫШАВ ЭТО, НЕКИ РАЗОМ УПАЛИ НА ЗЕМЛЮ И ЗАПЛАКАЛИ. А ПАРЕНЬ ПРОДОЛЖАЛ КРИЧАТЬ. <br>@ <br>– ЗАТКНИСЬ, СУКА! Диванные войска, вызываю подкрепление, тут тянок обижают! <br>НА АРЕНУ НА БОЕВЫХ ДИВАНАХ, НАПЕВАЯ «Диван, седая пелена!», ВЫЕХАЛИ ПРЕДСТАВИТЕЛИ САМЫХ ПРОФЕССИОНАЛЬНЫХ ПОДРАЗДЕЛЕНИЙ СТРАНЫ. ОНИ РАЗОМ ОТОДВИНУЛИ ПОДУШКИ, ИЗ-ПОД КОТОРЫХ В ПАРНЯ ПОЛЕТЕЛИ РАКЕТЫ <br> <br>– HA-HA-HA, OH WOW... <br>@ <br>ПАРЕНЬ ОТПРАВЛЕН В НОКАУТ, А ТЫ ВСКИДЫВАЕШЬ КУЛАК И ИДЁШЬ НА СВОЁ МЕСТО <br>@ <br>– Ему двадцать, и он бородат! Победа снова за номером два! <br>@ <br>СЛЕДУЮЩИЙ БОЙ ТЫ СНОВА НЕ СМОТРЕЛ. ОН ОКАЗАЛСЯ НА УДИВЛЕНИЕ БЫСТРЫМ. МИНУТА, И ТЕБЯ ВЫЗВАЛИ НА АРЕНУ. ФИНАЛ <br>@ <br>СОПЕРНИК – КРЕПКИЙ ПАРЕНЬ В КОЖАНКЕ. ДЛИННЫЕ СВЕТЛЫЕ ВОЛОСЫ РАЗВЕВАЮТСЯ НА ВЕТРУ. ЧТО ОТ НЕГО ЖДАТЬ? НЕПОНЯТНО... ГОНГ! <br>@ <br>ПРОТИВНИК РАССМЕЯЛСЯ, И НА АРЕНУ ВЫШЛА ПРЕКРАСНАЯ ТЯН В ПЛАЩЕ. ШАГ ЗА ШАГОМ ОНА ПРИБЛИЖАЛАСЬ К ТЕБЕ, ТЫ ПЕРЕБИРАЛ В ГОЛОВЕ МЕМЫ, НО ЭТО ЖЕ ТЯН... ДЕВУШКА... ОНА ВСТАЛА В ПАРЕ МЕТРОВ ОТ ТЕБЯ И РАСПАХНУЛА ПЛАЩ. ЩИТО?! ОП, РЕБЯТКИ, ЭТО ТРАП <br>@ <br>ПОРЫВОМ ВНЕЗАПНОСТИ ТЕБЯ ОТБРОСИЛО К КРАЮ АРЕНЫ. УДАРИВШИСЬ О СТЕНКУ, ТЫ ПАДАЕШЬ В ГРЯЗЬ. СИЛЫ ПОКИНУЛИ ТЕБЯ. ГЛАЗА ПОЧТИ ПОЛНОСТЬЮ ПОТЕРЯЛИ ЗРЕНИЕ. А ЛАТЕНТНЫЙ ТРАП ТЕМ ВРЕМЕНЕМ ПРИБЛИЖАЛСЯ <br>@ <br>– Кто же ты, слабак? – НАДМЕННО СПРОСИЛ СОПЕРНИК <br>@ <br>СЛАБАК? ДА КАК ОН СМЕЕТ? ПОРА ПОЗНАТЬ ЕМУ, КАКОВО ПРОИГРЫВАТЬ <br>@ <br>– Мы... анонимусы. И имя нам – ЛЕГИОН! /b/, ВПЕРЁД! – СКОМАНДОВАЛ ТЫ. <br>@ <br>ИЗ ПОРТАЛОВ СТАЛА ВЫПРЫГИВАТЬ ТОЛПА АНОНИМУСОВ, ОНИ СМЕЛИ ТРАПА И ДВИНУЛИСЬ К ТВОЕМУ СОПЕРНИКУ. ИХ ВСЁ ПРИБЫВАЛО <br>@ <br>– Модератор, бань их! Раки, в бой! <br>@ <br>НА АРЕНУ ВЫШЕЛ ГРОМИЛА С МОЛОТОМ В РУКЕ. ЭТИМ БАНХАММЕРОМ ОН РАСКИДЫВАЛ РЯДЫ БИТАРДОВ, ПОСЛЕ ПОНАБЕЖАЛИ ШКОЛЬНИКИ С КЛЕШНЯМИ ВМЕСТО РУК, ПОНИЖАЯ НАСТРОЙ АНОНИМУСОВ, НО ТЫ НЕ СДАВАЛСЯ: <br>– Славя-тян, СССР-тян, Двач-тян, Россия-онее-сама, поддержите своих воинов! <br>@ <br>ВСЛЕД ЗА БИТАРДАМИ ВЫШЛИ МАСКОТЫ. АНОНИМУСЫ, ЗАВИДЕВ ИХ, СТАЛИ СРАЖАТЬСЯ ЕЩЁ ОТВЕРЖЕННЕЕ <br>@ <br>– Ты не пройдешь! РКН, в атаку! – КОМАНДУЕТ СОПЕРНИК <br>@ <br>ПАРЕНЬ В БЕЛО-ГОЛУБОЙ ФОРМЕ С ПУШКОЙ В РУКАХ ВЫХОДИТ НА АРЕНУ И ПРИНИМАЕТСЯ АННИГИЛИРОВАТЬ БИТАРДОВ, КОТОРЫЕ ПРОДОЛЖАЛИ ПРИБЫВАТЬ <br>@ <br>– Хикки, не спать! Кулхацкеры, в бой! Уничтожьте их! <br>@ <br>ИЗ ПОРТАЛОВ ПОВЫПРЫГИВАЛА ЕЩЁ ОДНА ВОЛНА. ВЕСЬ ЛЕГИОН СОБРАЛСЯ НА ЭТОЙ АРЕНЕ. АНОНИМУСЫ НАКРЫЛИ РКН И МОДЕРА, РАЗНЕСЛИ РАЧЬЕ И УЖЕ ПРИБЛИЗИЛИСЬ К ТВОЕМУ СОПЕРНИКУ <br>@ <br>– O RLY?.. <br>@ <br>СОПЕРНИК ПОВЕРЖЕН. ОТ НЕГО НЕ ОСТАЛОСЬ И КУСКА. ТЫ ВСКИДЫВАЕШЬ КУЛАК. <br>@ <br>– Ииии… У нас новый Властелин! Короновать его! <br>@ <br>НЕСКОЛЬКО СЛУГ ПОДБЕЖАЛИ К ТЕБЕ И ТОРЖЕСТВЕННО НАДЕЛИ НА ГОЛОВУ ПАКЕТ <br>@ <br>ТЫ НАЧИНАЕШЬ РЕЧЬ <br>@ <br>– САП, АНОНЫ! МЫ ДОЛГО ШЛИ К ЭТОЙ ПОБЕДЕ, И СЕЙЧАС МЫ КАК НИКОГДА БЛИЗКО К ВОЗВРАЩЕНИЮ БЫЛОЙ СЛАВЫ! ВСЕ МЫ, БИТАРДЫ И АНИМЕШНИКИ, СОБРАЛИСЬ ЗДЕСЬ, И ПУСТЬ В ЭТОМ НЕРАВНОМ БОЮ ПАЛИ МНОГИЕ, ТЕПЕРЬ, ЭТОЙ НОЧЬЮ, МЫ НАНЕСЁМ ПОСЛЕДНИЙ УДАР! УДАР ПО IRL! ИХ ДОМА БУДУТ ПОЛЫХАТЬ, КАК НАШИ ЖЕПЫ, НИКТО БОЛЬШЕ НЕ ПОСМЕЕТ СОРВАТЬ ПАКЕТЫ С НАШИХ ГОЛОВ! ДАВНО МЫ НЕ ХОДИЛИ В РЕЙДЫ, А, ДВАЧ? НО СЕЙЧАС САМОЕ ВРЕМЯ. ВЕДЬ НАС МНОГО. И ИМЯ НАМ – ЛЕГИОН!!! <br>@ <br>ТОЛПА ОДОБРЯЮЩЕ ЗАКРИЧАЛА <br>@ <br>ТАК КТО ЖЕ ТЫ, НОВЫЙ ВЛАСТЕЛИН? <br>@ <br>ТЫ ОДИН ИЗ МНОГИХ. ИЗ ВСЕМИ ЗАБЫТЫХ И ОТВЕРЖЕННЫХ АНОНИМУСОВ <br>@ <br>И ЭТОЙ НОЧЬЮ ТЕБЯ ЖДЁТ ТВОЙ ГЛАВНЫЙ БОЙ";"post";"photo audio";0;1491332721;1906;173
"57536014";"#БТnews<br><br>СНИМАЕШЬСЯ В ФИЛЬМЕ О ВТОРОЙ МИРОВОЙ<br>@ <br>ТК САМ НЕМЕЦ ИГРАЕШЬ ФАШИСТОВ<br>@ <br>ПО ОКОНЧАНИИ СЪЕМОК СПРАШИВАЕШЬ ОПЛАТУ<br>@ <br>— ТА ВАМ В 1943 МАЛО БЫЛО ЧТО ЛИ ОПЛАТЫ? ИДИТЕ ОТСЕДОВА<br><br>https://vk.cc/6t3eS1";"post";"photo link";0;1491329144;1614;34
"57536014";"ДУМАЕШЬ, ЧТО ТЫ МЕГА ХАРИЗМАТИЧНЫЙ АЛЬФА САМЕЦ<br>@<br>У ТЕБЯ САМЫЙ СЕКСУАЛЬНЫЙ ГОЛОС<br>@<br>САМАЯ ОФИГИТЕЛЬНАЯ ПОХОДКА<br>@<br>САМЫЙ ЦЕЛЕУСТРЕМЛЕННЫЙ ВЗГЛЯД<br>@<br>САМОЕ УМНОЕ ЛИЦО<br>@<br>КАК-ТО РАЗ ПОСМОТРЕЛ ВИДЕО С СОБОЙ<br>@<br>РАЗУБЕДИЛСЯ В ОБРАТНОМ";"post";"photo";0;1491325561;2712;51
